movie_id,iso_3166_1,name
9703,BG,Bulgaria
9703,FR,France
9703,IT,Italy
9703,SK,Slovakia
9703,TN,Tunisia
9703,GB,United Kingdom
9703,US,United States of America
10610,HK,Hong Kong
10610,US,United States of America
1091181,FR,France
457943,GB,United Kingdom
457943,US,United States of America
9334,US,United States of America
9334,DE,Germany
9334,BE,Belgium
1250,US,United States of America
602211,US,United States of America
602211,GB,United Kingdom
602211,CA,Canada
2698,US,United States of America
9954,US,United States of America
456740,BG,Bulgaria
456740,US,United States of America
456740,FR,France
16300,DE,Germany
16300,US,United States of America
74461,US,United States of America
13025,CA,Canada
13025,US,United States of America
9697,US,United States of America
421792,ES,Spain
421792,US,United States of America
6589,US,United States of America
47327,US,United States of America
475430,GB,United Kingdom
475430,US,United States of America
23047,US,United States of America
282035,US,United States of America
68737,CN,China
68737,CA,Canada
68737,US,United States of America
68737,GB,United Kingdom
1735,US,United States of America
1735,CN,China
1735,DE,Germany
46441,US,United States of America
11817,US,United States of America
10546,US,United States of America
1499,US,United States of America
1499,HK,Hong Kong
7840,US,United States of America
7840,ZA,South Africa
7840,NZ,New Zealand
9067,US,United States of America
19585,US,United States of America
11618,US,United States of America
63207,US,United States of America
63207,ES,Spain
63207,GB,United Kingdom
23023,CA,Canada
23023,US,United States of America
76757,US,United States of America
76757,AU,Australia
414,US,United States of America
414,GB,United Kingdom
2274,US,United States of America
530081,US,United States of America
10336,US,United States of America
420808,US,United States of America
10658,US,United States of America
426285,JP,Japan
10992,US,United States of America
888,US,United States of America
9626,US,United States of America
11469,US,United States of America
43074,US,United States of America
38319,US,United States of America
38319,GB,United Kingdom
10808,US,United States of America
37430,US,United States of America
634492,US,United States of America
10588,US,United States of America
9480,CH,Switzerland
9480,US,United States of America
11597,US,United States of America
9651,NL,Netherlands
9651,GB,United Kingdom
9651,US,United States of America
2395,FR,France
2395,ES,Spain
2395,DE,Germany
2395,IT,Italy
38745,US,United States of America
39691,US,United States of America
592831,US,United States of America
302349,FI,Finland
302349,DE,Germany
1087822,US,United States of America
1087822,DE,Germany
1087822,BG,Bulgaria
2486,GB,United Kingdom
2486,US,United States of America
2486,HU,Hungary
18843,CA,Canada
18843,US,United States of America
9722,US,United States of America
12158,US,United States of America
5393,DE,Germany
5393,GB,United Kingdom
5393,US,United States of America
407451,US,United States of America
